q6_rad,position_residual_m,pointing_residual,roll_angle_error_rad,roll_axis_misalignment
7.8539816339744828e-01,1.5307337294603578e-02,1.5205492282865890e-01,1.9648606761022425e-02,2.7817470109656228e-01
8.0285145591739160e-01,1.5629245139570942e-02,1.5525258363552619e-01,1.9919666197045771e-02,2.7817470109656228e-01
8.2030474843733492e-01,1.5949962757009842e-02,1.5843842135706482e-01,2.0190338062350044e-02,2.7817470109656234e-01
8.3775804095727824e-01,1.6269465723032006e-02,1.6161219337939781e-01,2.0461153728015713e-02,2.7817470109656228e-01
8.5521133347722145e-01,1.6587729706249565e-02,1.6477365800749788e-01,2.0732644314842119e-02,2.7817470109656228e-01
8.7266462599716477e-01,1.6904730469627965e-02,1.6792257448359355e-01,2.1005339768986886e-02,2.7817470109656234e-01
8.9011791851710809e-01,1.7220443872331806e-02,1.7105870300550363e-01,2.1279767939766714e-02,2.7817470109656234e-01
9.0757121103705141e-01,1.7534845871563093e-02,1.7418180474489911e-01,2.1556453661329300e-02,2.7817470109656228e-01
9.2502450355699462e-01,1.7847912524392336e-02,1.7729164186549101e-01,2.1835917839869712e-02,2.7817470109656228e-01
9.4247779607693793e-01,1.8159619989581856e-02,1.8038797754114236e-01,2.2118676548071647e-02,2.7817470109656234e-01
9.5993108859688125e-01,1.8469944529401344e-02,1.8347057597390348e-01,2.2405240128394066e-02,2.7817470109656228e-01
9.7738438111682457e-01,1.8778862511435623e-02,1.8653920241196897e-01,2.2696112306831218e-02,2.7817470109656228e-01
9.9483767363676789e-01,1.9086350410384333e-02,1.8959362316755490e-01,2.2991789318700384e-02,2.7817470109656234e-01
1.0122909661567112e+00,1.9392384809853478e-02,1.9263360563469506e-01,2.3292759047998324e-02,2.7817470109656228e-01
1.0297442586766545e+00,1.9696942404138679e-02,1.9565891830695484e-01,2.3599500181816779e-02,2.7817470109656234e-01
1.0471975511965976e+00,1.9999999999999980e-02,1.9866933079506119e-01,2.3912481381230144e-02,2.7817470109656228e-01
1.0646508437165410e+00,2.0301534518428140e-02,2.0166461384444795e-01,2.4232160470048392e-02,2.7817470109656228e-01
1.0821041362364843e+00,2.0601522996402156e-02,2.0464453935271412e-01,2.4558983642751109e-02,2.7817470109656234e-01
1.0995574287564276e+00,2.0899942588637942e-02,2.0760888038699510e-01,2.4893384692842524e-02,2.7817470109656228e-01
1.1170107212763709e+00,2.1196770569328192e-02,2.1055741120124408e-01,2.5235784262838568e-02,2.7817470109656234e-01
1.1344640137963142e+00,2.1491984333872942e-02,2.1348990725342393e-01,2.5586589116973535e-02,2.7817470109656228e-01
1.1519173063162575e+00,2.1785561400601072e-02,2.1640614522260668e-01,2.5946191437694388e-02,2.7817470109656228e-01
1.1693705988362009e+00,2.2077479412482320e-02,2.1930590302598027e-01,2.6314968146899709e-02,2.7817470109656228e-01
1.1868238913561442e+00,2.2367716138829864e-02,2.2218895983576109e-01,2.6693280252820362e-02,2.7817470109656228e-01
1.2042771838760873e+00,2.2656249476993299e-02,2.2505509609601085e-01,2.7081472223351000e-02,2.7817470109656228e-01
1.2217304763960306e+00,2.2943057454041821e-02,2.2790409353935667e-01,2.7479871386576704e-02,2.7817470109656228e-01
1.2391837689159739e+00,2.3228118228437577e-02,2.3073573520361293e-01,2.7888787359140466e-02,2.7817470109656228e-01
1.2566370614359172e+00,2.3511410091698919e-02,2.3354980544830370e-01,2.8308511503040812e-02,2.7817470109656228e-01
1.2740903539558606e+00,2.3792911470053635e-02,2.3634608997108475e-01,2.8739316411338756e-02,2.7817470109656228e-01
1.2915436464758039e+00,2.4072600926081929e-02,2.3912437582406340e-01,2.9181455423205271e-02,2.7817470109656228e-01
1.3089969389957472e+00,2.4350457160348813e-02,2.4188445143001541e-01,2.9635162168644591e-02,2.7817470109656228e-01
1.3264502315156905e+00,2.4626459013026323e-02,2.4462610659849726e-01,3.0100650143144669e-02,2.7817470109656228e-01
1.3439035240356338e+00,2.4900585465504770e-02,2.4734913254185317e-01,3.0578112312461769e-02,2.7817470109656228e-01
1.3613568165555769e+00,2.5172815641993480e-02,2.5005332189111484e-01,3.1067720747631977e-02,2.7817470109656228e-01
1.3788101090755203e+00,2.5443128811110553e-02,2.5273846871179378e-01,3.1569626290261610e-02,2.7817470109656228e-01
1.3962634015954636e+00,2.5711504387461569e-02,2.5540436851956355e-01,3.2083958248068534e-02,2.7817470109656228e-01
1.4137166941154069e+00,2.5977921933207332e-02,2.5805081829583232e-01,3.2610824120572701e-02,2.7817470109656228e-01
1.4311699866353502e+00,2.6242361159620288e-02,2.6067761650320348e-01,3.3150309354799568e-02,2.7817470109656228e-01
1.4486232791552935e+00,2.6504801928629494e-02,2.6328456310082349e-01,3.3702477130749919e-02,2.7817470109656228e-01
1.4660765716752369e+00,2.6765224254354323e-02,2.6587145955961577e-01,3.4267368176386981e-02,2.7817470109656228e-01
1.4835298641951802e+00,2.7023608304626402e-02,2.6843810887739938e-01,3.4845000611811727e-02,2.7817470109656228e-01
1.5009831567151235e+00,2.7279934402499935e-02,2.7098431559389158e-01,3.5435369822232055e-02,2.7817470109656228e-01
1.5184364492350666e+00,2.7534183027750146e-02,2.7350988580559282e-01,3.6038448359324349e-02,2.7817470109656228e-01
1.5358897417550099e+00,2.7786334818359876e-02,2.7601462718055342e-01,3.6654185870518496e-02,2.7817470109656228e-01
1.5533430342749532e+00,2.8036370571994023e-02,2.7849834897302012e-01,3.7282509055689417e-02,2.7817470109656228e-01
1.5707963267948966e+00,2.8284271247461888e-02,2.8096086203796233e-01,3.7923321650746189e-02,2.7817470109656228e-01
1.5882496193148399e+00,2.8530017966167255e-02,2.8340197884547619e-01,3.8576504437525472e-02,2.7817470109656228e-01
1.6057029118347832e+00,2.8773592013546023e-02,2.8582151349506557e-01,3.9241915279408346e-02,2.7817470109656228e-01
1.6231562043547265e+00,2.9014974840491491e-02,2.8821928172979927e-01,3.9919389182050402e-02,2.7817470109656228e-01
1.6406094968746698e+00,2.9254148064766811e-02,2.9059510095034297e-01,4.0608738378570486e-02,2.7817470109656228e-01
1.6580627893946132e+00,2.9491093472404941e-02,2.9294879022886455e-01,4.1309752438581260e-02,2.7817470109656228e-01
1.6755160819145565e+00,2.9725793019095746e-02,2.9528017032281295e-01,4.2022198400364363e-02,2.7817470109656228e-01
1.6929693744344996e+00,2.9958228831560060e-02,2.9758906368856752e-01,4.2745820925548905e-02,2.7817470109656228e-01
1.7104226669544429e+00,3.0188383208910853e-02,2.9987529449495931e-01,4.3480342475619160e-02,2.7817470109656228e-01
1.7278759594743862e+00,3.0416238624001227e-02,3.0213868863666093e-01,4.4225463509553364e-02,2.7817470109656228e-01
1.7453292519943295e+00,3.0641777724759095e-02,3.0437907374744538e-01,4.4980862701966551e-02,2.7817470109656228e-01
1.7627825445142729e+00,3.0864983335508779e-02,3.0659627921331245e-01,4.5746197181055770e-02,2.7817470109656228e-01
1.7802358370342162e+00,3.1085838458278822e-02,3.0879013618548173e-01,4.6521102785709090e-02,2.7817470109656228e-01
1.7976891295541595e+00,3.1304326274096544e-02,3.1096047759325079e-01,4.7305194341137558e-02,2.7817470109656228e-01
1.8151424220741028e+00,3.1520430144268849e-02,3.1310713815671865e-01,4.8098065952395075e-02,2.7817470109656228e-01
1.8325957145940461e+00,3.1734133611649389e-02,3.1522995439937235e-01,4.8899291315172899e-02,2.7817470109656228e-01
1.8500490071139892e+00,3.1945420401891696e-02,3.1732876466053611e-01,4.9708424043281241e-02,2.7817470109656228e-01
1.8675022996339325e+00,3.2154274424688677e-02,3.1940340910768278e-01,5.0524998012241085e-02,2.7817470109656228e-01
1.8849555921538759e+00,3.2360679774997882e-02,3.2145372974860525e-01,5.1348527718445336e-02,2.7817470109656228e-01
1.9024088846738192e+00,3.2564620734252751e-02,3.2347957044344866e-01,5.2178508653354605e-02,2.7817470109656228e-01
1.9198621771937625e+00,3.2766081771559638e-02,3.2548077691660071e-01,5.3014417692241356e-02,2.7817470109656228e-01
1.9373154697137058e+00,3.2965047544880617e-02,3.2745719676844048e-01,5.3855713497009905e-02,2.7817470109656228e-01
1.9547687622336491e+00,3.3161502902201649e-02,3.2940867948694430e-01,5.4701836932650849e-02,2.7817470109656228e-01
1.9722220547535925e+00,3.3355432882686706e-02,3.3133507645914761e-01,5.5552211496931569e-02,2.7817470109656228e-01
1.9896753472735358e+00,3.3546822717816949e-02,3.3323624098246263e-01,5.6406243762934682e-02,2.7817470109656228e-01
2.0071286397934789e+00,3.3735657832515420e-02,3.3511202827585024e-01,5.7263323834099822e-02,2.7817470109656228e-01
2.0245819323134224e+00,3.3921923846257016e-02,3.3696229549084572e-01,5.8122825811477874e-02,2.7817470109656234e-01
2.0420352248333655e+00,3.4105606574163679e-02,3.3878690172243703e-01,5.8984108272882807e-02,2.7817470109656228e-01
2.0594885173533091e+00,3.4286692028084473e-02,3.4058570801979532e-01,5.9846514763733705e-02,2.7817470109656234e-01
2.0769418098732522e+00,3.4465166417661008e-02,3.4235857739685671e-01,6.0709374299351637e-02,2.7817470109656228e-01
2.0943951023931953e+00,3.4641016151377525e-02,3.4410537484275416e-01,6.1572001878531957e-02,2.7817470109656228e-01
2.1118483949131388e+00,3.4814227837595975e-02,3.4582596733209930e-01,6.2433699008274779e-02,2.7817470109656228e-01
2.1293016874330819e+00,3.4984788285575809e-02,3.4752022383511233e-01,6.3293754239518663e-02,2.7817470109656228e-01
2.1467549799530254e+00,3.5152684506478592e-02,3.4918801532760113e-01,6.4151443713836187e-02,2.7817470109656234e-01
2.1642082724729685e+00,3.5317903714357064e-02,3.5082921480078633e-01,6.5006031721021262e-02,2.7817470109656228e-01
2.1816615649929121e+00,3.5480433327128857e-02,3.5244369727097397e-01,6.5856771267546410e-02,2.7817470109656228e-01
2.1991148575128552e+00,3.5640260967534684e-02,3.5403133978907314e-01,6.6702904655927320e-02,2.7817470109656234e-01
2.2165681500327987e+00,3.5797374464080989e-02,3.5559202144995933e-01,6.7543664074996013e-02,2.7817470109656228e-01
2.2340214425527418e+00,3.5951761851966649e-02,3.5712562340168152e-01,6.8378272201179868e-02,2.7817470109656228e-01
2.2514747350726849e+00,3.6103411373994407e-02,3.5863202885451362e-01,6.9205942810866006e-02,2.7817470109656234e-01
2.2689280275926285e+00,3.6252311481465981e-02,3.6011112308984822e-01,7.0025881403956713e-02,2.7817470109656228e-01
2.2863813201125716e+00,3.6398450835061699e-02,3.6156279346893250e-01,7.0837285838775799e-02,2.7817470109656228e-01
2.3038346126325151e+00,3.6541818305704007e-02,3.6298692944144695e-01,7.1639346978460416e-02,2.7817470109656228e-01
2.3212879051524582e+00,3.6682402975404947e-02,3.6438342255392331e-01,7.2431249349020010e-02,2.7817470109656228e-01
2.3387411976724017e+00,3.6820194138097610e-02,3.6575216645800446e-01,7.3212171809268867e-02,2.7817470109656228e-01
2.3561944901923448e+00,3.6955181300451459e-02,3.6709305691854272e-01,7.3981288232801923e-02,2.7817470109656228e-01
2.3736477827122884e+00,3.7087354182671471e-02,3.6840599182153810e-01,7.4737768202265631e-02,2.7817470109656228e-01
2.3911010752322315e+00,3.7216702719280952e-02,3.6969087118191435e-01,7.5480777716119718e-02,2.7817470109656228e-01
2.4085543677521746e+00,3.7343217059888037e-02,3.7094759715113379e-01,7.6209479908123434e-02,2.7817470109656228e-01
2.4260076602721181e+00,3.7466887569935887e-02,3.7217607402464820e-01,7.6923035779794535e-02,2.7817470109656228e-01
2.4434609527920612e+00,3.7587704831436322e-02,3.7337620824918727e-01,7.7620604946029292e-02,2.7817470109656228e-01
2.4609142453120048e+00,3.7705659643687120e-02,3.7454790842988345e-01,7.8301346394153093e-02,2.7817470109656234e-01
2.4783675378319479e+00,3.7820743023972654e-02,3.7569108533723150e-01,7.8964419256587703e-02,2.7817470109656228e-01
2.4958208303518914e+00,3.7932946208247949e-02,3.7680565191388393e-01,7.9608983597345695e-02,2.7817470109656228e-01
2.5132741228718345e+00,3.8042260651806131e-02,3.7789152328128084e-01,8.0234201212556755e-02,2.7817470109656228e-01
2.5307274153917780e+00,3.8148678029929051e-02,3.7894861674611324e-01,8.0839236445174212e-02,2.7817470109656228e-01
2.5481807079117211e+00,3.8252190238521402e-02,3.7997685180662116e-01,8.1423257014024308e-02,2.7817470109656228e-01
2.5656340004316642e+00,3.8352789394727707e-02,3.8097615015872388e-01,8.1985434857320794e-02,2.7817470109656228e-01
2.5830872929516078e+00,3.8450467837532740e-02,3.8194643570198289e-01,8.2524946990711445e-02,2.7817470109656228e-01
2.6005405854715509e+00,3.8545218128344910e-02,3.8288763454539732e-01,8.3040976379947118e-02,2.7817470109656228e-01
2.6179938779914944e+00,3.8637033051562721e-02,3.8379967501303153e-01,8.3532712828142675e-02,2.7817470109656228e-01
2.6354471705114375e+00,3.8725905615124297e-02,3.8468248764947249e-01,8.3999353877625804e-02,2.7817470109656228e-01
2.6529004630313811e+00,3.8811829051039838e-02,3.8553600522512022e-01,8.4440105726286685e-02,2.7817470109656228e-01
2.6703537555513241e+00,3.8894796815907046e-02,3.8636016274130669e-01,8.4854184158265511e-02,2.7817470109656228e-01
2.6878070480712677e+00,3.8974802591409403e-02,3.8715489743524623e-01,8.5240815488818011e-02,2.7817470109656223e-01
2.7052603405912108e+00,3.9051840284797308e-02,3.8792014878481496e-01,8.5599237523064087e-02,2.7817470109656234e-01
2.7227136331111539e+00,3.9125904029352211e-02,3.8865585851315981e-01,8.5928700528288715e-02,2.7817470109656228e-01
2.7401669256310974e+00,3.9196988184833179e-02,3.8936197059313654e-01,8.6228468219414989e-02,2.7817470109656234e-01
2.7576202181510405e+00,3.9265087337906554e-02,3.9003843125157645e-01,8.6497818757113709e-02,2.7817470109656234e-01
2.7750735106709841e+00,3.9330196302558150e-02,3.9068518897338123e-01,8.6736045758013969e-02,2.7817470109656228e-01
2.7925268031909272e+00,3.9392310120488300e-02,3.9130219450544668e-01,8.6942459316334375e-02,2.7817470109656228e-01
2.8099800957108707e+00,3.9451424061489236e-02,3.9188940086041235e-01,8.7116387036165754e-02,2.7817470109656234e-01
2.8274333882308138e+00,3.9507533623805477e-02,3.9244676332024103e-01,8.7257175073567783e-02,2.7817470109656234e-01
2.8448866807507573e+00,3.9560634534476648e-02,3.9297423943962345e-01,8.7364189187492780e-02,2.7817470109656228e-01
2.8623399732707004e+00,3.9610722749662798e-02,3.9347178904921087e-01,8.7436815798473511e-02,2.7817470109656228e-01
2.8797932657906435e+00,3.9657794454952384e-02,3.9393937425867431e-01,8.7474463053895501e-02,2.7817470109656228e-01
2.8972465583105871e+00,3.9701846065652871e-02,3.9437695945958956e-01,8.7476561898525151e-02,2.7817470109656234e-01
2.9146998508305302e+00,3.9742874227063484e-02,3.9478451132814957e-01,8.7442567148907635e-02,2.7817470109656228e-01
2.9321531433504737e+00,3.9780875814730929e-02,3.9516199882770153e-01,8.7371958570047870e-02,2.7817470109656217e-01
2.9496064358704168e+00,3.9815847934687121e-02,3.9550939321111084e-01,8.7264241952726529e-02,2.7817470109656228e-01
2.9670597283903604e+00,3.9847787923669810e-02,3.9582666802295030e-01,8.7118950189648547e-02,2.7817470109656234e-01
2.9845130209103035e+00,3.9876693349325101e-02,3.9611379910151451e-01,8.6935644348467456e-02,2.7817470109656228e-01
3.0019663134302470e+00,3.9902562010392967e-02,3.9637076458066023e-01,8.6713914739656062e-02,2.7817470109656234e-01
3.0194196059501901e+00,3.9925391936874659e-02,3.9659754489147131e-01,8.6453381977010579e-02,2.7817470109656228e-01
3.0368728984701332e+00,3.9945181390182924e-02,3.9679412276374909e-01,8.6153698028453185e-02,2.7817470109656228e-01
3.0543261909900767e+00,3.9961928863274307e-02,3.9696048322732747e-01,8.5814547254714935e-02,2.7817470109656228e-01
3.0717794835100198e+00,3.9975633080763802e-02,3.9709661361321308e-01,8.5435647433269590e-02,2.7817470109656228e-01
3.0892327760299634e+00,3.9986292999022274e-02,3.9720250355455000e-01,8.5016750764852045e-02,2.7817470109656189e-01
3.1066860685499065e+00,3.9993907806255620e-02,3.9727814498740927e-01,8.4557644859713843e-02,2.7817470109656228e-01
3.1241393610698500e+00,3.9998476922566827e-02,3.9732353215140276e-01,8.4058153700673266e-02,2.7817470109656117e-01
3.1415926535897931e+00,3.9999999999999980e-02,3.9733866159012243e-01,8.3518138579925960e-02,2.7817470109656228e-01
3.1590459461097367e+00,3.9998476922566827e-02,3.9732353215140276e-01,8.2937499006433768e-02,2.7817470109656339e-01
3.1764992386296798e+00,3.9993907806255620e-02,3.9727814498740927e-01,8.2316173580673890e-02,2.7817470109656234e-01
3.1939525311496229e+00,3.9986292999022274e-02,3.9720250355455000e-01,8.1654140833396838e-02,2.7817470109656267e-01
3.2114058236695664e+00,3.9975633080763802e-02,3.9709661361321308e-01,8.0951420024989673e-02,2.7817470109656228e-01
3.2288591161895095e+00,3.9961928863274307e-02,3.9696048322732747e-01,8.0208071901988198e-02,2.7817470109656234e-01
3.2463124087094530e+00,3.9945181390182924e-02,3.9679412276374909e-01,7.9424199407208462e-02,2.7817470109656234e-01
3.2637657012293961e+00,3.9925391936874659e-02,3.9659754489147131e-01,7.8599948339954206e-02,2.7817470109656234e-01
3.2812189937493397e+00,3.9902562010392939e-02,3.9637076458066012e-01,7.7735507962736872e-02,2.7817470109656217e-01
3.2986722862692828e+00,3.9876693349325101e-02,3.9611379910151451e-01,7.6831111550913711e-02,2.7817470109656234e-01
3.3161255787892263e+00,3.9847787923669810e-02,3.9582666802295030e-01,7.5887036881723269e-02,2.7817470109656234e-01
3.3335788713091694e+00,3.9815847934687149e-02,3.9550939321111084e-01,7.4903606659165067e-02,2.7817470109656239e-01
3.3510321638291130e+00,3.9780875814730929e-02,3.9516199882770153e-01,7.3881188871270709e-02,2.7817470109656239e-01
3.3684854563490561e+00,3.9742874227063484e-02,3.9478451132814962e-01,7.2820197076378879e-02,2.7817470109656228e-01
3.3859387488689991e+00,3.9701846065652871e-02,3.9437695945958956e-01,7.1721090615103122e-02,2.7817470109656234e-01
3.4033920413889427e+00,3.9657794454952384e-02,3.9393937425867431e-01,7.0584374744826039e-02,2.7817470109656234e-01
3.4208453339088858e+00,3.9610722749662798e-02,3.9347178904921087e-01,6.9410600693682767e-02,2.7817470109656228e-01
3.4382986264288293e+00,3.9560634534476648e-02,3.9297423943962345e-01,6.8200365631143178e-02,2.7817470109656234e-01
3.4557519189487724e+00,3.9507533623805477e-02,3.9244676332024103e-01,6.6954312552537143e-02,2.7817470109656234e-01
3.4732052114687160e+00,3.9451424061489236e-02,3.9188940086041230e-01,6.5673130075012853e-02,2.7817470109656228e-01
3.4906585039886591e+00,3.9392310120488300e-02,3.9130219450544668e-01,6.4357552142702890e-02,2.7817470109656234e-01
3.5081117965086026e+00,3.9330196302558150e-02,3.9068518897338123e-01,6.3008357639110280e-02,2.7817470109656234e-01
3.5255650890285457e+00,3.9265087337906554e-02,3.9003843125157639e-01,6.1626369904983935e-02,2.7817470109656234e-01
3.5430183815484888e+00,3.9196988184833179e-02,3.8936197059313654e-01,6.0212456160294803e-02,2.7817470109656228e-01
3.5604716740684323e+00,3.9125904029352211e-02,3.8865585851315981e-01,5.8767526829199834e-02,2.7817470109656234e-01
3.5779249665883754e+00,3.9051840284797308e-02,3.8792014878481496e-01,5.7292534767237946e-02,2.7817470109656228e-01
3.5953782591083190e+00,3.8974802591409376e-02,3.8715489743524623e-01,5.5788474390369380e-02,2.7817470109656234e-01
3.6128315516282621e+00,3.8894796815907046e-02,3.8636016274130669e-01,5.4256380705796303e-02,2.7817470109656228e-01
3.6302848441482056e+00,3.8811829051039838e-02,3.8553600522512022e-01,5.2697328244946551e-02,2.7817470109656234e-01
3.6477381366681487e+00,3.8725905615124297e-02,3.8468248764947255e-01,5.1112429899349276e-02,2.7817470109656234e-01
3.6651914291880923e+00,3.8637033051562721e-02,3.8379967501303147e-01,4.9502835660546030e-02,2.7817470109656234e-01
3.6826447217080354e+00,3.8545218128344910e-02,3.8288763454539743e-01,4.7869731265631987e-02,2.7817470109656228e-01
3.7000980142279785e+00,3.8450467837532740e-02,3.8194643570198283e-01,4.6214336750363572e-02,2.7817470109656228e-01
3.7175513067479220e+00,3.8352789394727707e-02,3.8097615015872388e-01,4.4537904912260728e-02,2.7817470109656234e-01
3.7350045992678651e+00,3.8252190238521402e-02,3.7997685180662122e-01,4.2841719686503854e-02,2.7817470109656234e-01
3.7524578917878086e+00,3.8148678029929058e-02,3.7894861674611330e-01,4.1127094437839240e-02,2.7817470109656234e-01
3.7699111843077517e+00,3.8042260651806131e-02,3.7789152328128078e-01,3.9395370172148336e-02,2.7817470109656228e-01
3.7873644768276953e+00,3.7932946208247956e-02,3.7680565191388399e-01,3.7647913671663424e-02,2.7817470109656228e-01
3.8048177693476384e+00,3.7820743023972654e-02,3.7569108533723156e-01,3.5886115558259490e-02,2.7817470109656228e-01
3.8222710618675819e+00,3.7705659643687127e-02,3.7454790842988350e-01,3.4111388289580269e-02,2.7817470109656228e-01
3.8397243543875250e+00,3.7587704831436322e-02,3.7337620824918727e-01,3.2325164093088166e-02,2.7817470109656228e-01
3.8571776469074681e+00,3.7466887569935887e-02,3.7217607402464820e-01,3.0528892843499467e-02,2.7817470109656228e-01
3.8746309394274117e+00,3.7343217059888065e-02,3.7094759715113379e-01,2.8724039889302055e-02,2.7817470109656228e-01
3.8920842319473548e+00,3.7216702719280979e-02,3.6969087118191440e-01,2.6912083834365497e-02,2.7817470109656228e-01
3.9095375244672983e+00,3.7087354182671471e-02,3.6840599182153799e-01,2.5094514280885605e-02,2.7817470109656234e-01
3.9269908169872414e+00,3.6955181300451459e-02,3.6709305691854272e-01,2.3272829540082363e-02,2.7817470109656234e-01
3.9444441095071849e+00,3.6820194138097610e-02,3.6575216645800446e-01,2.1448534317299650e-02,2.7817470109656234e-01
3.9618974020271280e+00,3.6682402975404947e-02,3.6438342255392331e-01,1.9623137378244060e-02,2.7817470109656234e-01
3.9793506945470716e+00,3.6541818305704007e-02,3.6298692944144695e-01,1.7798149203217761e-02,2.7817470109656234e-01
3.9968039870670147e+00,3.6398450835061699e-02,3.6156279346893250e-01,1.5975079636301182e-02,2.7817470109656228e-01
4.0142572795869578e+00,3.6252311481465981e-02,3.6011112308984822e-01,1.4155435536396865e-02,2.7817470109656228e-01
