architecture,experiment_id,s,t,path_id,step_index,q1,q2,q3,q4,q5,q6,d_x,d_y,d_z,position_residual_m,corrector_iterations,correction_norm,step_reductions,rank_jp,rank_jpd,rank_jd_nred,chart_sigma_1,chart_sigma_2,chart_condition,pointing_sigma_1,pointing_sigma_2,pointing_condition,tangent_principal_angle_1,tangent_principal_angle_2,dist_ua_m,dist_ub_m,regular,label
URLikeAligned6R,ATR_EXP_023,0.03,0.0,+s,1,0.34472020047775176,-0.42016222575616247,0.5532782746213797,0.2506831747364398,-0.33136671535465095,0.7,-0.10979051471103775,-0.28865408977120194,0.9511176895305041,7.97218214573518e-17,18,3.4372436158652774e-06,0,3,5,2,0.999987989348807,0.9998135243575578,1.0001744975307882,0.9669523956776928,0.6744234385875726,1.4337467240206774,6.80929557355015e-05,0.0013755050813157746,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.03,0.03,row_s=+0.030000_+t,1,0.34414794587939124,-0.40789615653124867,0.5266684290362699,0.24801604993894705,-0.3371908483454576,0.7,-0.1290411634686416,-0.2923370999581073,0.9475692049231775,1.3877787807814457e-17,18,1.3681512993366826e-05,0,3,5,2,0.9998739102474656,0.9998100047462288,1.0000639176452861,0.9685009973599987,0.6479618274333587,1.4946883540907456,6.337257311361344e-05,0.005473996440083596,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.03,0.06,row_s=+0.030000_+t,2,0.34358012753912426,-0.39560399974266824,0.49988323615742897,0.24528666214709002,-0.3420472368713136,0.7,-0.1474692907458914,-0.2957274115061983,0.9438210139484857,7.97218214573518e-17,18,1.3794275419753268e-05,0,3,5,2,0.9998069513577564,0.999535236546213,1.0002718411533766,0.9699466718489265,0.6201595788654536,1.5640275582349117,6.035053436010084e-05,0.005518931013213869,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.03,0.09,row_s=+0.030000_+t,3,0.3430176363276117,-0.383290755196217,0.47295424129194424,0.2424975951511848,-0.3459223685542718,0.7,-0.16504055784470514,-0.2988196573157378,0.939930011579593,1.1188630228279524e-16,18,1.3886579730754254e-05,0,3,5,2,0.9998044389079289,0.9989799518762728,1.0008253289068592,0.9713108163449093,0.5910801434427011,1.6432810797662458,5.832401675042154e-05,0.005555651406524682,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.03,0.12,row_s=+0.030000_+t,4,0.34246117923015357,-0.3709619680455294,0.44591393292982234,0.23965163352916383,-0.34880527297202263,0.7,-0.18172469375893174,-0.30160899280854064,0.93595307101117,5.721958498152797e-17,18,1.3954552451249592e-05,0,3,5,2,,,,,,,5.7652858414655665e-05,0.005582610344761608,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,-0.12,row_s=+0.060000_-t,4,0.3416860157677762,-0.4691169900323344,0.6605613386661688,0.23141956320114165,-0.2998723750441604,0.7,-0.033102535837312194,-0.24434109201346088,0.9691241679345372,5.721958498152797e-17,18,1.2968494145927148e-05,0,3,5,2,,,,,,,8.466977342953657e-05,0.005185752950051054,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,-0.09,row_s=+0.060000_-t,3,0.34111580618798193,-0.4570028348073575,0.6349450324271118,0.22899590475953224,-0.30939934607683667,0.7,-0.05533975522682813,-0.24908619377606087,0.9668989500261077,1.6243534171511178e-16,18,1.3126669732623195e-05,0,3,5,2,0.9998258670972177,0.9988933797758978,1.0009335203738452,0.9604526287500972,0.7487309054577431,1.282774120513853,8.13582987107352e-05,0.005249080829374792,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,-0.06,row_s=+0.060000_-t,2,0.3405451148305769,-0.44484786094351186,0.6090385990078255,0.22650929195060499,-0.3180314114699433,0.7,-0.0769252688858674,-0.25357040506833917,0.9642533653974538,6.206335383118183e-17,18,1.3281030021051707e-05,0,3,5,2,0.9998217357298784,0.9995047055163433,1.0003171873146623,0.9624589762264684,0.726572347341861,1.3246567664563482,7.757890850668356e-05,0.005310922031817065,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,-0.03,row_s=+0.060000_-t,1,0.3399752960796216,-0.43265515978372454,0.5828685130163415,0.22396137700406818,-0.3257485425486173,0.7,-0.09781222208134711,-0.2577859618235181,0.9612383508257631,7.97218214573518e-17,18,1.3428760399364686e-05,0,3,5,2,0.9998676024602244,0.9998177203902662,1.0000498911641003,0.9642885426199773,0.7029803712062923,1.3717147478318468,7.351688390950216e-05,0.005370156885694157,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,0.0,+s,2,0.33940756527073546,-0.42042821494450816,0.5564626146844655,0.22135398807426643,-0.3325318717736554,0.7,-0.11795630881126769,-0.26172545193564295,0.9579071442580979,6.938893903907228e-17,18,3.4896673023521794e-06,0,3,5,2,0.9999876302686755,0.9998139374839338,1.0001737251084726,0.9659656841367851,0.6779704337939805,1.4247902799111143,8.434555727880873e-05,0.0013967296819974568,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,0.03,row_s=+0.060000_+t,1,0.3388429899147614,-0.4081709590451906,0.5298500645291013,0.21868913252622693,-0.3383640046959656,0.7,-0.13731615421476562,-0.2653818669388812,0.9543148005200908,1.8041124150158794e-16,18,1.366485642717141e-05,0,3,5,2,0.9998711824579756,0.9998104348536603,1.000060759122127,0.9675142683369872,0.651572029688605,1.484892267090371,6.615861340498392e-05,0.005467656713854596,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,0.06,row_s=+0.060000_+t,2,0.3382824819294472,-0.39588782057557964,0.5030612614364214,0.2159689979340476,-0.34322935675626204,0.7,-0.15585369552084893,-0.26874865725968095,0.9505176404536705,1.1102230246251565e-16,18,1.3776394092212248e-05,0,3,5,2,0.9998074635202985,0.9995252567220078,1.0002823408377055,0.9689571893400961,0.6238304555444403,1.5532380324305437,6.27716557821036e-05,0.005512163087505247,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,0.09,row_s=+0.060000_+t,3,0.337726791084382,-0.3835837555572359,0.47612771410945365,0.21319594961454597,-0.3471145060893607,0.7,-0.1735345552085966,-0.27181979064855555,0.9465726382905487,6.206335383118183e-17,18,1.3867790208498585e-05,0,3,5,2,0.9998049729766553,0.9989579859128085,1.0008478705569113,0.9703159241955863,0.5948082123890112,1.6313088891264147,6.030941210793758e-05,0.005548585941758849,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.06,0.12,row_s=+0.060000_+t,4,0.33717650008349254,-0.3712642628511114,0.44908186602887196,0.21037252439851092,-0.350008548517904,0.7,-0.19032839149147038,-0.27458981167682556,0.9425367572225262,5.551115123125783e-17,18,1.3935187176705982e-05,0,3,5,2,,,,,,,5.914709374822586e-05,0.005575383231785929,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,-0.12,row_s=+0.090000_-t,4,0.33631102211883895,-0.46945206252387656,0.6636453630435771,0.20214324992048902,-0.3007804551665404,0.7,-0.04068736997194748,-0.2173599228632382,0.9752431501208574,6.206335383118183e-17,18,1.2958391635194291e-05,0,3,5,2,,,,,,,8.830492498320283e-05,0.005182130611894981,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,-0.09,row_s=+0.090000_-t,3,0.33574877224923344,-0.4573461842618393,0.6380318642529416,0.1996921238175041,-0.3103189422616936,0.7,-0.06302753072473345,-0.22205771367903707,0.9729942970883138,7.97218214573518e-17,18,1.3114462499885402e-05,0,3,5,2,0.9998261850596389,0.9988734983703544,1.000953761102721,0.9595449080286305,0.7519108890802372,1.2761417901559828,8.488778911319263e-05,0.005244655118393133,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,-0.06,row_s=+0.090000_-t,2,0.3351863875222624,-0.44519976641092346,0.6121272164446381,0.19718575053920426,-0.3189632420858547,0.7,-0.08471627124048448,-0.22650088615820368,0.9703197936539567,1.2719202621569003e-16,18,1.32668890893903e-05,0,3,5,2,0.9998221127198416,0.9994956667320428,1.0003266107084448,0.9615600399526051,0.7298238639537713,1.317523429205807,8.09731019038596e-05,0.005305767347618548,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,-0.03,row_s=+0.090000_-t,1,0.33462503061374665,-0.4330158729200628,0.585957891324211,0.19462567251469082,-0.3266934612567847,0.7,-0.10570678002881974,-0.23068088596927058,0.9672705958026282,1.716587549445839e-16,18,1.3412898229492538e-05,0,3,5,2,0.999865115170385,0.9998181059636855,1.0000470177589496,0.9633952127156395,0.706303424577601,1.3639962361668998,7.673905890600116e-05,0.0053643637434733025,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,0.0,+s,3,0.3340657348377252,-0.42079795440293716,0.5595517118047423,0.19201358198852542,-0.3334908543889798,0.7,-0.1259547791224422,-0.2345895269734415,0.9638999675539955,0.0,18,3.5391286351159155e-06,0,3,5,2,0.9999872954303519,0.9998143927859466,1.000172934742341,0.9650750114086651,0.6813642260315995,1.41638638269792,0.00010201104994917237,0.0014176115515960946,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,0.03,row_s=+0.090000_+t,1,0.33350939725168,-0.40854990535910224,0.5329378078775452,0.18935132297317547,-0.3393381320939781,0.7,-0.14541890125503704,-0.23821905214267172,0.9602629985342687,6.206335383118183e-17,18,1.3646578003836413e-05,0,3,5,2,0.9998687482644298,0.9998108814669734,1.0000578777432103,0.9666234728182173,0.6550348831778465,1.4756824371378894,6.893749538946854e-05,0.0054609768243140495,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,0.06,row_s=+0.090000_+t,2,0.33295677275321894,-0.3962761117309174,0.5061465365525004,0.18664089120480534,-0.3442197941084659,0.7,-0.1640610656852335,-0.24156219826555306,0.9564160554357811,7.97218214573518e-17,18,1.3757176006655704e-05,0,3,5,2,0.9998080150942732,0.9995162918742315,1.0002918643972223,0.9680636149190183,0.6273597289709156,1.5430757988036201,6.521911252638628e-05,0.005505176525148624,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,0.09,row_s=+0.090000_+t,3,0.3324084693405722,-0.3839814834687687,0.4792093558004274,0.1838844310956695,-0.34812247890976683,0.7,-0.18184684660797593,-0.2446122639145182,0.9524161720179627,1.249000902703301e-16,18,1.3847965634798047e-05,0,3,5,2,0.999805535565585,0.9989382853428175,1.000868171973677,0.9694170044096163,0.598400223180542,1.6200144432719166,6.235395665461455e-05,0.005541429006781287,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.09,0.12,row_s=+0.090000_+t,4,0.33186494489687324,-0.3716714709330076,0.45215865254695503,0.18108422944752167,-0.3510353162224537,0.7,-0.1987458195872569,-0.24736317830465676,0.9483203874301175,5.721958498152797e-17,18,1.3915103418228513e-05,0,3,5,2,,,,,,,6.072635286538274e-05,0.00556819673195321,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,-0.12,row_s=+0.120000_-t,4,0.33090842839827295,-0.4698886432952367,0.6666256268473043,0.1728572318021815,-0.3014519668420228,0.7,-0.04812129962026522,-0.1901949602592754,0.9805662739533874,0.0,18,1.2945558946989708e-05,0,3,5,2,,,,,,,9.181573661031338e-05,0.005177675043047428,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,-0.09,row_s=+0.120000_-t,3,0.3303546148646413,-0.457791675222212,0.6410169628171549,0.1703783994394017,-0.31100806680458265,0.7,-0.07055885003883715,-0.19484448952952513,0.9782929385317957,5.551115123125783e-17,18,1.3099727245876261e-05,0,3,5,2,,,,,,,8.830964209896811e-05,0.0052394884101444284,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,-0.06,row_s=+0.120000_-t,2,0.3298010341635535,-0.44565438804880725,0.6151159971124976,0.16785214429752496,-0.3196709982508946,0.7,-0.09234540333392598,-0.1992458584187895,0.9755887526955476,6.206335383118183e-17,18,1.3250438743844348e-05,0,3,5,2,,,,,,,8.427904052305255e-05,0.005299969700352651,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,-0.03,row_s=+0.120000_-t,1,0.32924865586915686,-0.43347981639099553,0.5889491775084373,0.1652798965894242,-0.3274209830192854,0.7,-0.11343419421263226,-0.20338972057155255,0.9725046555925357,1.1443916996305594e-16,18,1.3394962184667263e-05,0,3,5,2,,,,,,,7.989542552531281e-05,0.005358031603236879,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,0.0,+s,4,0.3286983300621183,-0.42127137579665036,0.5625442897981666,0.16266321041924908,-0.33423937521208263,0.7,-0.1337809725846114,-0.20726711346605306,0.969093904144364,6.206335383118183e-17,18,3.5854581078650684e-06,0,3,5,2,,,,,,,0.00012015907412647654,0.0014380837724792012,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,0.03,row_s=+0.120000_+t,1,0.32815078229322725,-0.40903292048048717,0.5359304151910771,0.16000376442192907,-0.34010896526062295,0.7,-0.15334437558628633,-0.21086952851740778,0.9654115932693672,1.1188630228279524e-16,18,1.3626686986155952e-05,0,3,5,2,,,,,,,7.170101068536184e-05,0.005453964096743207,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,0.06,row_s=+0.120000_+t,2,0.327606609517513,-0.39676879160975825,0.5091378524438995,0.15730336068183748,-0.3450143094553781,0.7,-0.17208629843183593,-0.21418898518502663,0.96151411040995,6.206335383118183e-17,18,1.3736628402952197e-05,0,3,5,2,,,,,,,6.768316560044099e-05,0.005497977860279877,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,0.09,row_s=+0.120000_+t,3,0.32706627714008996,-0.38448385082700554,0.4821979946335417,0.15456392109306438,-0.34894207651782416,0.7,-0.18997225830838088,-0.2172181084340043,0.9574585288364019,5.721958498152797e-17,18,1.3827110624723332e-05,0,3,5,2,,,,,,,6.444737057873781e-05,0.005534186111338884,not_applicable,not_applicable,True,regular
URLikeAligned6R,ATR_EXP_023,0.12,0.12,row_s=+0.120000_+t,4,0.3265301174711172,-0.37218349781595284,0.4551431605140783,0.1517874809879342,-0.3518813978449936,0.7,-0.2069717370668742,-0.2199502069318735,0.9533019492931644,6.938893903907228e-17,18,1.3894302760899792e-05,0,3,5,2,,,,,,,6.238165713240575e-05,0.005561055173488272,not_applicable,not_applicable,True,regular
