architecture,experiment_id,s,t,path_id,step_index,q1,q2,q3,q4,q5,q6,d_x,d_y,d_z,position_residual_m,corrector_iterations,correction_norm,step_reductions,rank_jp,rank_jpd,rank_jd_nred,chart_sigma_1,chart_sigma_2,chart_condition,pointing_sigma_1,pointing_sigma_2,pointing_condition,tangent_principal_angle_1,tangent_principal_angle_2,dist_ua_m,dist_ub_m,regular,label
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,-0.12,row_s=-0.120000_-t,4,0.33611628074841404,-0.5585827640919618,0.5304060762711279,0.1883270353701838,-0.35640635226657785,0.7,0.22485241577357487,0.8378841269684947,0.4973847413170522,3.3306690738754696e-16,18,2.1487047711841273e-05,0,3,5,2,,,,,,,0.0015124546649174248,0.00859262313186121,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,-0.09,row_s=-0.120000_-t,3,0.32927818753332766,-0.5442909303135359,0.5187471876584135,0.21068526308283114,-0.360000305200227,0.7,0.21715521305108829,0.8364966574690857,0.5031073001734159,2.482534153247273e-16,18,2.185490325824057e-05,0,3,5,2,,,,,,,0.0015974111379976265,0.008749315659480051,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,-0.06,row_s=-0.120000_-t,2,0.32206724294910644,-0.5306857069864395,0.507631373094522,0.23376056243341634,-0.3625723332570209,0.7,0.2099552883982622,0.83468426309012,0.5091374645646358,3.510833468576701e-16,18,2.2014983064592854e-05,0,3,5,2,,,,,,,0.001682873950148805,0.00882726520131597,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,-0.03,row_s=-0.120000_-t,1,0.314497585205271,-0.5178125026378664,0.4970883612905996,0.2574928634935753,-0.36410463635811485,0.7,0.20331453812198014,0.8324578557079583,0.5154387616956585,1.5700924586837752e-16,18,2.1946461943168718e-05,0,3,5,2,,,,,,,0.001767492031273804,0.008817439966867827,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,0.0,-s,4,0.30658880308653585,-0.5057089938660441,0.4871390408918871,0.2818131591690644,-0.3645929904396424,0.7,0.19728777272621603,0.8298343496396324,0.5219698141568125,3.3306690738754696e-16,18,1.1360661701022591e-05,0,3,5,2,,,,,,,0.0009946573126896122,0.004892116301242747,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,0.03,row_s=-0.120000_+t,1,0.29836525870632064,-0.4944030284419124,0.47779422509986824,0.3066462404714398,-0.3640472579456663,0.7,0.19192058775352744,0.8268361333885044,0.5286856310885402,0.0,18,2.1248960837015678e-05,0,3,5,2,,,,,,,0.0019161099962038673,0.00856387471241108,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,0.06,row_s=-0.120000_+t,2,0.289855060097794,-0.4839111952550443,0.46905413362477993,0.3319139442119087,-0.362490848540477,0.7,0.18724787954305463,0.8234901310712422,0.5355392008386484,2.220446049250313e-16,18,2.0558235712149786e-05,0,3,5,2,,,,,,,0.0019915917213882764,0.008306054523055505,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,0.09,row_s=-0.120000_+t,3,0.2810888281396556,-0.4742382308794361,0.46090867875947794,0.3575384844704145,-0.35995920024509204,0.7,0.1832931878383853,0.819826561868792,0.5424831939760332,0.0,18,1.9690418935094294e-05,0,3,5,2,,,,,,,0.002062051332820383,0.007978175812239014,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.12,0.12,row_s=-0.120000_+t,4,0.27209840022253395,-0.465377303364671,0.4533384619149304,0.38344547840958304,-0.35649752701753135,0.7,0.1800688733756107,0.815877568562184,0.5494715588256568,1.5700924586837752e-16,18,1.8685384699707292e-05,0,3,5,2,,,,,,,0.0021269562326129035,0.007595517739510314,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.09,-0.12,row_s=-0.090000_-t,4,0.34731027092071204,-0.5372849293616188,0.5462245580758266,0.18801804922087575,-0.3468705881670443,0.7,0.23514261145575674,0.8260749910690881,0.5121601911589508,1.5700924586837752e-16,18,2.1990021602987643e-05,0,3,5,2,,,,,,,0.0015162763710238204,0.00879703832050311,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.09,-0.09,row_s=-0.090000_-t,3,0.3403365544906338,-0.5231468947882019,0.5347004508334152,0.2104702544457502,-0.35065445950923574,0.7,0.22769133989460413,0.8246392230228695,0.5178096229206617,2.220446049250313e-16,18,2.2348884409953123e-05,0,3,5,2,1.006433223047638,0.9994960090186432,1.00694071208529,0.7177568727015929,0.30945813090583446,2.319398978467948,0.0015979441832293913,0.008952672996548196,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
IntersectingPairsAligned6R,ATR_EXP_022,-0.09,-0.06,row_s=-0.090000_-t,2,0.3329993382151461,-0.5096885275801515,0.5237626957853388,0.23365760651462042,-0.35339021220509853,0.7,0.22077123204772353,0.8227558439044492,0.5237679681129881,1.5700924586837752e-16,18,2.248951850046042e-05,0,3,5,2,1.0027638232194405,0.9994886431101677,1.0032768557520386,0.7237518118247964,0.30054140982420674,2.4081600344130107,0.0016796468330396279,0.009025494620126735,0.0000000000000000e+00,0.0000000000000000e+00,True,regular
